T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
323,635658,Sri Lanka Vs South Africa 1St T20I,635652,South Africa tour of Sri Lanka  - 2013 (2013),2013-08-02,T20,3,South Africa,46933,115.0,6.0,7.0,8,Sri Lanka,52371,103.0,9.0,7.0,R Premadasa Stadium,Colombo,Sri Lanka,REJ Martinesz,RR Wimalasiri,AJ Pycroft,South Africa,bat,South Africa,South Africa won by 12 runs,45222.0,"['13066', '58406', '46933', '45222', '46533', '53891', '48777', '50121', '47289', '19422', '48182']","['52373', '7419', '52371', '9587', '47023', '24777', '52405', '49193', '50837', '45105', '50377']","['48777', '19422']"
593,1034827,India Vs England 2Nd T20I,1034805,England tour of India  - 2016 (2016/17),2017-01-29,T20,6,India,49752,144.0,8.0,4.0,1,England,47055,139.0,6.0,8.0,Vidarbha Cricket Association Stadium,Nagpur,India,AK Chaudhary,C Shamshuddin,AJ Pycroft,England,bowl,India,India won by 5 runs,70640.0,"['49752', '60530', '15716', '7716', '51454', '7593', '70633', '12562', '70640', '7804', '61325']","['52290', '52241', '52656', '47055', '53320', '53271', '46597', '51421', '48572', '62490', '49427']",[]
324,635659,Sri Lanka Vs South Africa 2Nd T20I,635652,South Africa tour of Sri Lanka  - 2013 (2013),2013-08-04,T20,3,South Africa,46933,145.0,6.0,9.0,8,Sri Lanka,52371,123.0,7.0,3.0,Mahinda Rajapaksa International Cricket Stadium,Hambantota,Sri Lanka,REJ Martinesz,RSA Palliyaguruge,AJ Pycroft,South Africa,bat,South Africa,South Africa won by 22 runs,53891.0,"['13066', '58406', '46933', '45222', '46533', '53891', '48777', '50121', '47289', '19422', '48182']","['52373', '6315', '52371', '9587', '52405', '47023', '49193', '46206', '50837', '45105', '50377']",[]
325,635660,Sri Lanka Vs South Africa 3Rd T20I,635652,South Africa tour of Sri Lanka  - 2013 (2013),2013-08-06,T20,3,South Africa,46933,163.0,3.0,10.0,8,Sri Lanka,52371,164.0,4.0,3.0,Mahinda Rajapaksa International Cricket Stadium,Hambantota,Sri Lanka,REJ Martinesz,RSA Palliyaguruge,AJ Pycroft,South Africa,bat,Sri Lanka,Sri Lanka won by 6 wickets (with 11 balls remaining),7419.0,"['13066', '58406', '46933', '45222', '46533', '53891', '48777', '50121', '47289', '19422', '48182']","['7419', '6315', '52373', '52371', '47023', '49193', '52405', '46206', '50837', '50377', '46995']",[]
326,659545,Zimbabwe Vs Pakistan 1St T20I,659537,Pakistan tour of Zimbabwe  - 2013 (2013),2013-08-23,T20,7,Pakistan,19647,161.0,5.0,13.0,9,Zimbabwe,45253,136.0,5.0,16.0,Harare Sports Club,Harare,Zimbabwe,TJ Matibiri,O Chirombe,JJ Crowe,Zimbabwe,bowl,Pakistan,Pakistan won by 25 runs,49899.0,"['49899', '48293', '19647', '51362', '47686', '4169', '49125', '48983', '19930', '48128', '61264']","['10423', '45240', '45253', '47206', '49274', '45252', '48205', '45326', '60782', '56570', '49266']",['47686']
327,659547,Zimbabwe Vs Pakistan 2Nd T20I,659537,Pakistan tour of Zimbabwe  - 2013 (2013),2013-08-24,T20,7,Pakistan,19647,179.0,1.0,4.0,9,Zimbabwe,45253,160.0,6.0,13.0,Harare Sports Club,Harare,Zimbabwe,O Chirombe,RB Tiffin,JJ Crowe,Zimbabwe,bowl,Pakistan,Pakistan won by 19 runs,49899.0,"['49899', '48293', '19647', '51362', '47686', '48983', '4169', '49125', '45764', '48128', '48835']","['45240', '10423', '45253', '47206', '45252', '49274', '48205', '56570', '45326', '47209', '49266']",[]
328,566937,England Vs Australia 1St T20I,566895,Australia tour of England and Scotland  - 2013 (2013),2013-08-29,T20,2,Australia,35384,248.0,6.0,4.0,1,England,48440,209.0,6.0,9.0,The Rose Bowl,Southampton,England,RJ Bailey,RT Robinson,RS Mahanama,England,bowl,Australia,Australia won by 39 runs,35812.0,"['48739', '35812', '10129', '10125', '54222', '35384', '49024', '50483', '10130', '51367', '49401']","['10787', '49532', '44660', '47055', '52656', '44691', '53271', '48440', '48529', '53296', '46924']",['49401']
329,566938,England Vs Australia 2Nd T20I,566895,Australia tour of England and Scotland  - 2013 (2013),2013-08-31,T20,1,England,48440,195.0,5.0,6.0,2,Australia,35384,168.0,9.0,12.0,Riverside Ground,Chester-le-Street,England,MA Gough,RJ Bailey,RS Mahanama,Australia,bowl,England,England won by 27 runs,49532.0,"['10787', '49532', '44660', '47055', '53271', '44691', '52656', '48440', '48529', '53296', '46924']","['48739', '35812', '10125', '10129', '35384', '54222', '49024', '50483', '10130', '49958', '49401']",[]
330,662383,Afghanistan Vs Kenya 1St T20I,662379,Afghanistan tour of United Arab Emirates  - 2013 (2013/14),2013-09-30,T20,40,Afghanistan,46888,162.0,6.0,3.0,26,Kenya,21463,56.0,10.0,4.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BB Pradhan,RSA Palliyaguruge,GF Labrooy,Afghanistan,bat,Afghanistan,Afghanistan won by 106 runs,,"['60436', '53767', '53602', '53809', '46888', '53605', '59061', '61861', '53326', '53755', '59773']","['51509', '10364', '21463', '56793', '50293', '47212', '53171', '49383', '53203', '49761', '51531']","['61861', '61861']"
331,647247,India Vs Australia Only T20I,647243,Australia tour of India  - 2013 (2013/14),2013-10-10,T20,2,Australia,35384,201.0,7.0,6.0,6,India,7593,202.0,4.0,13.0,Saurashtra Cricket Association Stadium,Rajkot,India,AK Chaudhary,C Shamshuddin,RS Mahanama,India,bowl,India,India won by 6 wickets (with 2 balls remaining),7716.0,"['35812', '55245', '10125', '35384', '54222', '6426', '47078', '49958', '50483', '47693', '12912']","['48405', '15887', '15716', '49752', '7716', '7593', '49247', '12894', '54282', '10556', '49327']",['55245']
332,662387,Afghanistan Vs Kenya 2Nd T20I,662379,Afghanistan tour of United Arab Emirates  - 2013 (2013/14),2013-10-11,T20,26,Kenya,21463,149.0,4.0,12.0,40,Afghanistan,46888,115.0,8.0,10.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BB Pradhan,RSA Palliyaguruge,GF Labrooy,Kenya,bat,Kenya,Kenya won by 34 runs,,"['21463', '49383', '50293', '56793', '10364', '47212', '53171', '66169', '53203', '49761', '51531']","['60436', '53767', '60460', '53602', '53809', '46888', '53605', '59061', '53326', '53755', '59773']","['60460', '60460', '66169', '66169']"
333,668959,Bangladesh Vs New Zealand Only T20I,668941,New Zealand tour of Bangladesh  - 2013 (2013/14),2013-11-06,T20,5,New Zealand,10303,204.0,5.0,9.0,25,Bangladesh,47986,189.0,9.0,4.0,Shere Bangla National Stadium,Dhaka,Bangladesh,Anisur Rahman,Sharfuddoula,BC Broad,New Zealand,bat,New Zealand,New Zealand won by 15 runs,49106.0,"['47485', '54831', '44930', '49106', '51057', '17850', '10386', '59148', '10303', '49108', '53716']","['47984', '47190', '58225', '47986', '47189', '52363', '47352', '61947', '24672', '45159', '65060']","['65060', '47485']"
334,649101,Pakistan Vs South Africa 1St T20I,649081,South Africa tour of United Arab Emirates  - 2013 (2013/14),2013-11-13,T20,7,Pakistan,19647,98.0,9.0,6.0,3,South Africa,46933,99.0,1.0,1.0,Dubai International Cricket Stadium,Dubai,United Arab Emirates,Ahsan Raza,Shozab Raza,RS Madugalle,Pakistan,bat,South Africa,South Africa won by 9 wickets (with 33 balls remaining),47154.0,"['49899', '47686', '4169', '19647', '8270', '53546', '4178', '48128', '10443', '19930', '61264']","['9952', '58406', '46933', '45222', '46533', '53891', '45890', '50121', '47154', '48182', '19422']",[]
335,660107,Afghanistan Vs Netherlands 8Th Match Group B,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-15,T20,40,Afghanistan,46888,90.0,10.0,14.0,15,Netherlands,45001,92.0,3.0,2.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,M Hawthorne,S Ravi,DT Jukes,Afghanistan,bat,Netherlands,Netherlands won by 7 wickets (with 43 balls remaining),45001.0,"['60436', '53602', '53767', '53605', '57628', '46888', '65861', '57022', '53326', '53755', '59773']","['48111', '49218', '48655', '45001', '6365', '63105', '49443', '58594', '48503', '56854', '65446']","['63105', '63105']"
336,649103,Pakistan Vs South Africa 2Nd T20I,649081,South Africa tour of United Arab Emirates  - 2013 (2013/14),2013-11-15,T20,3,South Africa,46933,150.0,5.0,5.0,7,Pakistan,19647,144.0,9.0,12.0,Dubai International Cricket Stadium,Dubai,United Arab Emirates,Ahsan Raza,Zameer Haider,RS Madugalle,South Africa,bat,South Africa,South Africa won by 6 runs,46933.0,"['58406', '9952', '46933', '46533', '53891', '13066', '45890', '50121', '47154', '48182', '19422']","['48293', '49899', '19647', '8270', '47686', '53546', '4178', '4169', '48128', '19930', '61264']",[]
337,660123,Afghanistan Vs Scotland 16Th Match Group B,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-16,T20,40,Afghanistan,46888,171.0,6.0,8.0,30,Scotland,46048,154.0,6.0,8.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,AT Holdstock,CB Gaffaney,GF Labrooy,Afghanistan,bat,Afghanistan,Afghanistan won by 17 runs,65399.0,"['60436', '53602', '53606', '46888', '53605', '57022', '53767', '65861', '65399', '59773', '53755']","['48469', '49112', '52184', '46048', '57140', '60201', '47382', '52210', '46091', '10176', '64991']",['57140']
338,660113,Canada Vs Ireland 11Th Match Group A,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-16,T20,29,Ireland,47403,168.0,5.0,12.0,17,Canada,10333,166.0,3.0,12.0,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,MA Gough,REJ Martinesz,D Govindjee,Canada,bowl,Ireland,Ireland won by 2 runs,10333.0,"['47403', '52631', '10351', '47397', '8228', '47401', '10345', '66284', '51559', '8305', '56811']","['60142', '52870', '57551', '10333', '60377', '45773', '57210', '51014', '60143', '49902', '64426']","['45773', '51014']"
339,660149,Kenya Vs Scotland 29Th Match Group B,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-19,T20,26,Kenya,21463,183.0,7.0,7.0,30,Scotland,46048,91.0,10.0,3.0,ICC Academy,Dubai,United Arab Emirates,AT Holdstock,S Ravi,GF Labrooy,Kenya,bat,Kenya,Kenya won by 92 runs,47212.0,"['2265', '51509', '49383', '21463', '10364', '2268', '50293', '47212', '53203', '51531', '49761']","['48469', '49112', '52184', '46048', '57140', '52210', '47382', '60201', '46091', '10176', '64991']",[]
340,685727,South Africa Vs Pakistan 1St T20I,685723,Pakistan tour of South Africa  - 2013 (2013/14),2013-11-20,T20,3,South Africa,46933,153.0,7.0,9.0,7,Pakistan,19647,60.0,2.0,13.0,New Wanderers Stadium,Johannesburg,South Africa,JD Cloete,S George,AJ Pycroft,Pakistan,bowl,South Africa,South Africa won by 4 runs (D/L method),58406.0,"['58406', '9952', '46933', '13066', '45222', '53891', '50121', '47154', '47289', '48182', '19422']","['49899', '48293', '19647', '53546', '47686', '51362', '4169', '48128', '56563', '49906', '49125']",['56563']
341,668969,Sri Lanka Vs New Zealand 2Nd T20I,668945,New Zealand tour of Sri Lanka  - 2013 (2013/14),2013-11-21,T20,5,New Zealand,10303,142.0,7.0,2.0,8,Sri Lanka,52371,143.0,2.0,4.0,Pallekele International Cricket Stadium,Kandy,Sri Lanka,RR Wimalasiri,RSA Palliyaguruge,BC Broad,Sri Lanka,bowl,Sri Lanka,Sri Lanka won by 8 wickets (with 13 balls remaining),52373.0,"['54831', '47485', '45000', '59148', '49106', '17850', '10386', '44895', '45365', '10303', '53716']","['6315', '7419', '52373', '9587', '47023', '52371', '49193', '59445', '46206', '45105', '50377']",['59445']
342,660173,Netherlands Vs Scotland 41St Match Group B,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-22,T20,30,Scotland,46048,165.0,4.0,5.0,15,Netherlands,45001,150.0,6.0,8.0,ICC Academy,Dubai,United Arab Emirates,M Hawthorne,S Ravi,GF Labrooy,Netherlands,bowl,Scotland,Scotland won by 15 runs,57140.0,"['48469', '49112', '52184', '60198', '46048', '57140', '60303', '47382', '46091', '60201', '10176']","['49218', '53266', '48111', '48655', '63105', '45001', '49443', '58594', '48503', '56854', '65446']",[]
343,685729,South Africa Vs Pakistan 2Nd T20I,685723,Pakistan tour of South Africa  - 2013 (2013/14),2013-11-22,T20,7,Pakistan,19647,176.0,4.0,8.0,3,South Africa,46933,170.0,4.0,8.0,Newlands,Cape Town,South Africa,JD Cloete,S George,AJ Pycroft,Pakistan,bat,Pakistan,Pakistan won by 6 runs,19647.0,"['48293', '49899', '19647', '53546', '4169', '47686', '51362', '48128', '56563', '19930', '49906']","['9952', '58406', '46933', '46533', '45222', '53891', '48777', '50121', '47154', '47289', '46936']",[]
344,660185,Kenya Vs Netherlands 47Th Match Group B,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-23,T20,15,Netherlands,45001,130.0,7.0,12.0,26,Kenya,21463,101.0,9.0,12.0,ICC Academy,Dubai,United Arab Emirates,AT Holdstock,Sarika Prasad,GF Labrooy,Netherlands,bat,Netherlands,Netherlands won by 29 runs,49443.0,"['49218', '53266', '48111', '45001', '63105', '49443', '48655', '58594', '57764', '56854', '65446']","['2265', '51509', '49383', '21463', '10364', '2268', '50293', '47212', '53203', '49761', '51531']",[]
345,660203,Afghanistan Vs Kenya 56Th Match Group B,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-24,T20,40,Afghanistan,46888,148.0,9.0,8.0,26,Kenya,21463,114.0,10.0,2.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,BB Pradhan,Sarika Prasad,GF Labrooy,Afghanistan,bat,Afghanistan,Afghanistan won by 34 runs,53605.0,"['60436', '53767', '53606', '53602', '46888', '53605', '65861', '57628', '59061', '59773', '53755']","['2265', '49383', '51509', '63259', '21463', '50293', '56793', '2268', '47212', '53203', '49761']",[]
346,660209,Canada Vs Kenya 59Th Match 11Th Place Play Off,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-26,T20,26,Kenya,21463,146.0,7.0,10.0,17,Canada,10333,125.0,10.0,4.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,DJ Walker,Sarika Prasad,DT Jukes,Kenya,bat,Kenya,Kenya won by 21 runs,2265.0,"['49383', '2265', '63259', '21463', '50293', '47212', '10364', '56793', '53203', '53171', '66169']","['52870', '57551', '60143', '10333', '60377', '49902', '60163', '64426', '57210', '58209', '51014']",[]
347,660223,Netherlands Vs Scotland 66Th Match Qualifying Play Off,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-28,T20,30,Scotland,46048,147.0,6.0,10.0,15,Netherlands,45001,149.0,2.0,4.0,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,REJ Martinesz,SJ Davis,DT Jukes,Scotland,bat,Netherlands,Netherlands won by 8 wickets (with 13 balls remaining),48111.0,"['48469', '49112', '52184', '60198', '57140', '46048', '60303', '60201', '47382', '46091', '10176']","['49218', '63105', '48111', '53266', '48655', '45001', '6365', '57764', '58594', '49443', '65446']",[]
348,660235,Afghanistan Vs Ireland 72Nd Match Final,660011,ICC World Twenty20 Qualifier in United Arab Emirates - 2013 (2013/14),2013-11-30,T20,29,Ireland,47403,225.0,7.0,17.0,40,Afghanistan,46888,157.0,10.0,2.0,Sheikh Zayed Stadium,Abu Dhabi,United Arab Emirates,MA Gough,S Ravi,D Govindjee,Ireland,bat,Ireland,Ireland won by 68 runs,8228.0,"['47403', '52631', '47397', '8228', '47401', '10345', '66284', '52639', '51559', '56811', '8305']","['60436', '53602', '59061', '46888', '53767', '57022', '53605', '65861', '65399', '53755', '59773']",['52639']
1011,1205265,Malawi Vs Mozambique 6Th T20I,1205254,Mozambique in Malawi  - 2019 (2019/20),2019-11-09,T20,171,Mozambique,57082,143.0,7.0,21.0,169,Malawi,65386,,,,Indian Sports Club,Blantyre,Malawi,EA Chitsondzo,Osman Mhango,,Mozambique,bat,,No result,,"['57079', '68522', '57082', '103116', '103111', '103114', '103957', '103120', '103113', '103958', '103960']","['65386', '103949', '103947', '103996', '103948', '106793', '103952', '103953', '106791', '103955', '103946']",[]
349,657631,Afghanistan Vs Pakistan Only T20I,698359,Afghanistan tour of United Arab Emirates  - 2013 (2013/14),2013-12-08,T20,40,Afghanistan,46888,137.0,8.0,15.0,7,Pakistan,19647,138.0,4.0,9.0,Sharjah Cricket Stadium,Sharjah,United Arab Emirates,Ahsan Raza,Shozab Raza,DC Boon,Afghanistan,bat,Pakistan,Pakistan won by 6 wickets (with 1 ball remaining),19647.0,"['60436', '53602', '53809', '65861', '46888', '53605', '59061', '57022', '65399', '53326', '53755']","['49899', '48984', '19647', '53546', '47686', '4169', '51362', '56563', '48128', '45764', '49906']",['48984']
350,657633,Pakistan Vs Sri Lanka 1St T20I,657621,Sri Lanka tour of United Arab Emirates  - 2013 (2013/14),2013-12-11,T20,8,Sri Lanka,52371,145.0,5.0,5.0,7,Pakistan,19647,146.0,7.0,1.0,Dubai International Cricket Stadium,Dubai,United Arab Emirates,Ahsan Raza,Shozab Raza,DC Boon,Pakistan,bowl,Pakistan,Pakistan won by 3 wickets (with 5 balls remaining),4169.0,"['7419', '52373', '52371', '9587', '47023', '52405', '49193', '46206', '50837', '45105', '50377']","['48984', '49899', '19647', '53546', '47686', '51362', '4169', '56563', '48128', '19930', '74145']",['74145']
351,657635,Pakistan Vs Sri Lanka 2Nd T20I,657621,Sri Lanka tour of United Arab Emirates  - 2013 (2013/14),2013-12-13,T20,8,Sri Lanka,52371,211.0,3.0,14.0,7,Pakistan,19647,187.0,10.0,16.0,Dubai International Cricket Stadium,Dubai,United Arab Emirates,Ahsan Raza,Zameer Haider,DC Boon,Pakistan,bowl,Sri Lanka,Sri Lanka won by 24 runs,52373.0,"['52373', '7419', '50378', '9587', '52371', '47023', '52405', '49193', '46206', '50837', '45105']","['49899', '48984', '19647', '47686', '53546', '4169', '51362', '56563', '48128', '19930', '74145']",['50378']
352,661695,New Zealand Vs West Indies 1St T20I,661677,West Indies tour of New Zealand  - 2013 (2013/14),2014-01-11,T20,5,New Zealand,10384,189.0,5.0,7.0,4,West Indies,45257,108.0,8.0,9.0,Eden Park,Auckland,New Zealand,CB Gaffaney,DJ Walker,BC Broad,New Zealand,bat,New Zealand,New Zealand won by 81 runs,17850.0,"['48927', '44946', '10384', '44930', '49106', '51057', '17850', '10386', '49108', '62153', '57196']","['55194', '45256', '47602', '49694', '45257', '51012', '53429', '48087', '49039', '45772', '45405']","['53429', '49694']"
353,661697,New Zealand Vs West Indies 2Nd T20I,661677,West Indies tour of New Zealand  - 2013 (2013/14),2014-01-15,T20,4,West Indies,45257,159.0,5.0,6.0,5,New Zealand,10384,163.0,6.0,7.0,Westpac Stadium,Wellington,New Zealand,CB Gaffaney,GAV Baxter,BC Broad,West Indies,bat,New Zealand,New Zealand won by 4 wickets (with 6 balls remaining),17850.0,"['45256', '55194', '47602', '45257', '53429', '47111', '51012', '59339', '48087', '49039', '45405']","['48927', '44946', '10384', '44930', '49106', '51057', '17850', '57196', '10386', '62153', '53716']",['59339']
354,636164,Australia Vs England 1St T20I,636158,England tour of Australia  - 2013 (2013/14),2014-01-29,T20,2,Australia,35384,213.0,4.0,13.0,1,England,48440,200.0,9.0,10.0,Bellerive Oval,Hobart,Australia,JD Ward,SD Fry,AJ Pycroft,Australia,bat,Australia,Australia won by 13 runs,12049.0,"['12049', '35812', '54222', '35384', '54340', '44853', '47078', '49024', '49958', '51367', '66372']","['49532', '10787', '44660', '52656', '47055', '53271', '44691', '34739', '48440', '46924', '53296']","['54340', '66372']"
355,636165,Australia Vs England 2Nd T20I,636158,England tour of Australia  - 2013 (2013/14),2014-01-31,T20,1,England,48440,130.0,9.0,8.0,2,Australia,35384,131.0,2.0,1.0,Melbourne Cricket Ground,Melbourne,Australia,JD Ward,P Wilson,AJ Pycroft,England,bat,Australia,Australia won by 8 wickets (with 31 balls remaining),51367.0,"['49532', '10787', '44660', '52656', '47055', '53271', '44691', '34739', '48440', '10831', '46924']","['12049', '35812', '54222', '35384', '6253', '54340', '49024', '53330', '49958', '51367', '66372']",[]
356,636166,Australia Vs England 3Rd T20I,636158,England tour of Australia  - 2013 (2013/14),2014-02-02,T20,2,Australia,35384,195.0,6.0,6.0,1,England,48440,111.0,10.0,8.0,Stadium Australia,Sydney,Australia,P Wilson,SD Fry,AJ Pycroft,Australia,bat,Australia,Australia won by 84 runs,35384.0,"['12049', '35812', '54222', '49028', '35384', '6253', '44853', '49024', '53330', '49958', '66372']","['44660', '49532', '53320', '52656', '47055', '53271', '44691', '34739', '51421', '48440', '46924']",['51421']
